no	text	label
193	Kl mengkritik DPR tdk boleh lbh mundur lagi demokrasi Indonesia kembali kejaman tdk jelas @fadlizon 	Non_CB
194	"@fadlizon Sepakat pak fadli zon… keterlibatan bawaslu dlm membuat isi khotbah justru kita semakin mengkhawatirkan bangsa ini,, apa memang benar membahayakan keberlangsungan kehidupan ummat beragama terganggu "	Non_CB
195	"Dibalik kesuksesan Suami, ada Istri yang selalu mendukung. Bisa jadi… Dibalik Prestasi Menteri Susi dan Menteri Sri Mulyani ada Om Fadli Zon yang selalu mensupport. Bisa jadi… Bisa jadi.... "	Non_CB
196	La pak Fadli Zon drpd memuji hasil kerja seseorang kok malah mengkritik prestasi seseorang yg diakui dunia? Ambivalen pak Zon ini. Di sisi satu mengkritik karena isi di twit ini. Di sisi lain pak Zon jarang memuji prestasi org tsb . Yah jadi nyinyir kan aku 	Non_CB
197	 @KelyombarJoseph @fadlizon Selamat Pak Fadli Zon terus bersuara 	Non_CB
198	"@fadlizon Boleh boleh saja ,tapi kenapa fadli zon tidak mendaftar jadi capres ??? Kurang pede atau bagaimana?( komen saya Ini bukan melanggar uu md 3 kan??) "	Non_CB
199	"Emag knp pak @fadlizon?? Kan lebih bagus lagi, agar polemik selama ini terjawab. Kan mantap jika mereka d sandingkan. Kerja kerja kerja dengan tegas  Fadli Zon: Jangan Sandingkan Prabowo dengan Jokowi, Platformnya Beda "	Non_CB
200	 @kompascom Kami ini kuatir bapak fadli zon kecewa dgn hasil pemilu yang sama untuk kedua kalinya. #maaf 	Non_CB
201	@Metro_TV Prabowo- fadli zon aja keren… wkwkwk 	Non_CB
202	@kompascom Malunya Fadli zon ???? Siapa takut 2019 P Jokowi Pasti Menang. 	Non_CB
203	"Kali ini, banyak orang setuju dengan Fadli Zon. :D "	Non_CB
204	@fadlizon Jokowi lebih dewasa Pak Jokowi gak nanggapin omongan si fadli zon 	Non_CB
205	@kompascom Betul sekali Pak Fadli Zon 	Non_CB
206	"@detikcom Saya respect dg bu Mega, pak Jokowi, pak Prabowo, GusDur, pak SBY, dan tokoh2 bangsa yg lain, termasuk pak Fadli Zon. Mari kita hormati mereka sebagai tokoh yg mendidik bangsa. Jgn termakan isue2 miring tentang beliau, semua ada landasan hukum, tak perlu provokasi "	Non_CB
207	"@osmanovsk @CoyBolon @fadlizon Lah dia kan wakil rajyat dan pak jokowi pimpinan rakyat ,apa ada yg salah dgn pernyataan fadli zon "	Non_CB
208	@liputan6dotcom Fadli zon sama fahri hamzah yg bisa mngalahkan pak jokowi wkwkwkwk… 	Non_CB
209	 @dulatips @EulerLagrange_ Kenapa harus Fadli Zon? 	Non_CB
210	 @PartaiSocmed @Masinton Setuju... Termasuk fahri hamzah dan fadli zon 	Non_CB
211	"@fadlizon Salut buat bang fadli zon, beliau memang oposisi sejati semoga langgeng dg posisinya Amiiiiiinnnnm "	Non_CB
212	Kalo fadli zon jadi menko gimana ya. 	Non_CB
213	@fadlizon Knp bukan Om Fadli Zon saja yg maju cawapres 	Non_CB
214	@fadlizon @jokowi SETUJU ....bahkan RUANG DPR pun LAYAK DI AWASI AGAR TIDAK SEPERTI INI 	Non_CB
215	"@fadlizon @jokowi aneh, ada yang ditangkap petugas kok malah nanya dimana penjaga negeri.... maksudnya @fadlizon apa ya? "	Non_CB
216	@fadlizon NKRI Negara bangsa terbesar di Dunia terdiri dari 714 suku dan Negara Kepulauan juga terancam bubar dgn Sistim Pulitik Ego memainkan SAR4 jual ayat dan Agama yg di mainkan kelompok Polifisi Gerindra PKS PAN dan partai Cangkang ORBA.Isu PKI itu pola Orba (Cendana). 	Non_CB
217	@TeddyMGBasae @Ram_Sormin58 @CintaNKRI12 @fadlizon @jokowi @prabowo @HdrAbdurrahman @pangeran5pesona @rizkigross Setuju. pilihan tetap urusan pribadi.yg penting sya udh menyampaikan.. 	Non_CB
218	@fadlizon @MRahmatM212 @jokowi Pingin denger aja beritanya mereka yg ketangkap itu diproses hukum dan di tembak mati macam Freddy Budiman 	Non_CB
219	@fadlizon @jokowi SETUJUUUUUU......KARENA PENGEDAR NARKOBA AKAN SELALU MENCARI CELAH UNTUK MEMANFAATKAN SEGALA HAL untuk NAFSU KEUNTUNGAN 	Non_CB
220	@fadlizon @jokowi @INFOBNN Seharusnya bpk yg terhormat @fadlizon mendukung penuh kegiatan pak presiden @jokowi demi kemajuan bangsa kt sendiri. Jgn sllu kritik gk jls 	Non_CB
221	@fadlizon @jokowi @INFOBNN Indonesia harus tambah hukuman mati utk pengedar narkoba. Bandar yg ke Filipina pindah ke Indonesia 	Non_CB
222	@sahabatsudirman @DirmanIdaJateng @sudirmansaid @idafauziyah @prabowo @fadlizon @Gerindra @Official_PAN Pagi pak @sudirmansaid Insya Allah kami doakan menang dalam pertarungan Jateng ini @Gerindra @DPP_PKB 	Non_CB
223	"@fadlizon @jokowi Iya semua pasti ada jalannya masing-masing, kita juga tidak akan tau kapan jalan itu akan menghampiri, maka jika kita semua harus berusaha,bukan cuman mentri presiden atau siapapun yang di atas.. Masyarakat pun juga harus mencari solusi.. Mungkin dengan kita tidak mengonsumsinya. "	Non_CB
224	"@fadlizon @jokowi Terimalah sebagai fungsi kontrol. Waspadai.. serangan narkoba (perang candu) sudah dimulai.. tujuannya melemahkan generasi muda, 10 thn lagi kita dapat bonus demografi. Banyak negara lain yg ingin indonesia gagal. Jangan terlena dg apresiasi semu..  "	Non_CB
225	"@fadlizon @jokowi @INFOBNN Hukumannya masih lembek, malah pengguna ditanggung negara/ direhab pake biaya negara. Rehab  itu pakaw dg sah, dosis nya pelan2 diturunkan. Hilang Fredy Budiman (itupun nunggu Puluhan thn baru di eksekusi) Malah muncul Importir Narkoba "	Non_CB
226	"Kita membutuhkan lebih banyak Lagi wakil-wakil rakyat seperti @fadlizon dan @Fahrihamzah Adalah Mereka yang kalau mengkritik Tajam ke atas, lemah lembut kebawa Tetaplah konsisten "	Non_CB
227	@fadlizon @jokowi Bertahun2 kejadian sperti ini sudah terjadi. Namun di era ini petugas negeri tdk mau disogok. Bravo 	Non_CB
228	@fadlizon @jokowi Malah ini prestasi yg Hebat penjaga negeri ini boss...makanya ketangkap kan? Gimana sih cara berpikir bung Fadli??? 	Non_CB
229	@fadlizon @jokowi @INFOBNN setuju DPR juga HARUS BERSIH dari NARKOBA  	Non_CB
230	"@fadlizon tapi @jokowi berhasil menangkap pelakunya. Malah sudah ada yg dihukum mati. @jokowi berani hadapi masalah, dan tidak kabur ke LN "	Non_CB
231	"@fadlizon @jokowi Disyukuri aja dulu bisa tangkap 5 ton..! Tangkap segitu banyak gak mudah. Prestasi buat Pak @jokowi . Bandar narkoba yg sudah berketetapan hukum tembak mati, perlu segera ditembak mati, jangan tunda-2 lagi. "	Non_CB
232	@fadlizon @jokowi @INFOBNN bukan hanya menjaga anak kita dari narkoba pak...tapi dari cara berpakaian juga.. 	Non_CB
233	@fadlizon @jokowi Kalo ketangkep namanya bkn leluasa bos. 	Non_CB
234	@rpattya @Ram_Sormin58 @CintaNKRI12 @fadlizon @jokowi @prabowo @HdrAbdurrahman @pangeran5pesona @rizkigross Kl mslh coblos mencoblos itu hak masing mas.  Kalo saya tetap Setia dgn apa yg saya yakini!  Tetap Bangga Berada di barisan pendukung PRABOWO SUBIANTO. 	Non_CB
235	@fadlizon @jokowi Penyeludup narkoba di tangkap. Lalu muncul berita di media. Anda bertanya dimana penjaga negeri ? Mereka sedang menangkap penyeludup narkoba sehingga muncul berita nya tidak terus terusan main media sosial memberi kritik tidak disertai solusi 	Non_CB
236	"@fadlizon @jokowi @INFOBNN Bukan penyelundupan,,ini bombardir masif buat bunuh genmud negeriku ?????? "	Non_CB
237	@AbdulDikdik @fadlizon Yang terpenting adalah terus bergerak mencapai garis finish meskipun dengan tertatih daripada hanya diam di garis start saat yang lain berlari kencang menuju garis finish 	Non_CB
238	@fadlizon @jokowi Kemana hukuman mati yg dulu di dengung dengungkan??? 	Non_CB
239	"@fadlizon @jokowi @INFOBNN Hebat dong bisa ditangkap , presiden yang dulu memang tidak ada selundupan narkoba atau dibiarkan saja ! "	Non_CB
240	"@fadlizon @jokowi Dari sd sampe sarjana,gw taunya DPR itu sebagai wakil rakyat yang bekerja sama ama presiden dalam membangun negara,nah skrg gw liat dpr vs presiden,kenapa ya?presiden kerja pun disalahkan,untuk kasus narkoba,emangnya tugas presiden melototin kalo2 ada narkoba masuk?pinter dikit"	Non_CB
241	@fadlizon @jokowi Apakah para saudara setuju kalau DPR di bubarkan..gk ada kerja nyata cuma buang buang anggaran negara saja 	Non_CB
242	 @fadlizon @jokowi lho dmn penjaga ny ..kan semua terbukti ketangkap .. kecuali lolos .toh kalo lolos itu yg kosusmsi org2 kaya juga .mana ada org susah seperti kita2 hnya petani peeèeeetani .. 	Non_CB
243	@S0N_2000 @fadlizon @jokowi Anda lepas dari matery dan substansi bahasan yg ada saudaraku @son_2000 .. mari obyektif sedikit saja .. biar tdk lepas dari bahasan yg ada 	Non_CB
244	"@fadlizon @jokowi Keadaan ""reaksi dingin"" sang penjaga may be karena belajar dari sebuah saran yg berkata: jangan lakukan banyak program hanya utk sebuah pencitraan. Jadi daripada dibilang pencitraan lebih baik ""diam"" terima kasih sudah memberikan saran yg baik "	Non_CB
245	@fadlizon @jokowi Kemaren dan beberapa waktu lalu ber ton ton berhasil ditangkap. Negara hadir dan perang lawan narkoba. Itu bukti nyata hasil kerja presiden kita jokowi. Bukan hanya retorika. Salam 2 peiode… 	Non_CB
246	"@evndari @fadlizon @jokowi Lha kan ketangkep?? Koq nanya dmn penjaga ngri? Piye toh?? Itu artinya penjaga negerinya TOP. Hrsnya anda ucapkan slmt bkn malah nanya dmn penjaga negeri. Ato tanya, apkah di pmrntahan sblmnya penjaga negeri bekerja sprti ini ato tidak. Baru dijmn skrg ada sprti ini.. Paham!!! "	Non_CB
247	"@tjahjo_kumolo @Kemendagri_RI @DPR_RI @DPDRI @Fahrihamzah @fadlizon @Dr_AgusHermanto @fahiraidris @mohmahfudmd Dan sesungguhnya manusia adalah SARA sbb secara naluriah manusia akan selalu condong kpd apa2 yg ""serupa"" dgn dirinya. Sekian, terimakasih "	Non_CB
248	@fadlizon @jokowi Yang Penting Sang Penjaga Negeri tidak hanya berkoar2. Penangkapan kmrn adalah aksi nyata. Itu yg hrs didukung. 	Non_CB
249	"@fadlizon @jokowi Sepertinya anda hanya bisa mengkritik... Klo saya mengkritik anda "" Apa yang sudah anda buat untuk kesejahteraan dan keadilan sosial bagi rakyat""? "	Non_CB
250	@Oetaryo7 @fadlizon @jokowi Kalo g ketangkep baru lah ngomong nya gtu om @fadlizon 	Non_CB
251	"@fadlizon @jokowi Zon zonk, @fadlizon Bu @susipudjiastuti mau tenggelamkan kapal yg maling ikan dilautan kita diprotes, pdhl di kapal itu jg biasa bawa narkoba, jd harus gmn? Jgn nyinyir aja ah.. "	Non_CB
252	"@evndari @fadlizon @jokowi Di tes urin semua bu,  utk menjaring dan mengkampanyekan anti narkoba. "	Non_CB
253	@tjahjo_kumolo @Kemendagri_RI @DPR_RI @DPDRI @Fahrihamzah @fadlizon @Dr_AgusHermanto @fahiraidris @mohmahfudmd Ini demi kebaikan kita semua utk mencegah hal2 yg tidak di inginkan terjadi dan tolong jgn anggap remeh saran saya ini saya mohon dgn hormat 	Non_CB
254	"@fadlizon @jokowi Lah Klo ngga bertuan ngga bakalan ketangkep, justru ini lagi di perbaiki kedaulatan NKRI dulu dulu bebas sekarang kapal asing ditenggelamkan.... "	Non_CB
255	"@NdaruTejowati @Aryprasetyo85 @fadlizon @jokowi Kalo tak bertuan, itu buktinya ditangkap. Mending ambil #kaca buat ngaca "	Non_CB
256	@fadlizon @jokowi Itu akibat bebas visa yg diterapkan pemerintah dan dibebaskanya pintu2 msk ke negeri demi warga cina 	Non_CB
257	"@fadlizon @jokowi dijaga juga saking terhormat nya ada lho, Wakil ketua DPRD BALI, yang jadi PENGEDAR NARKOBA. itu teman bang @fadlizon di partai GERINDRA kan ya??? "	Non_CB
258	"@fadlizon @jokowi kekurangan personel dan peralatan. usul wajib militer aja biar punya banyak pasukan yang menjaga perbatasan, beli kapal dan pesawat yang banyak "	Non_CB
259	@fadlizon @jokowi Itu kan ketangkep bos...berarti penjaganya ada. Gmn bos ini… 	Non_CB
260	"@fadlizon @jokowi Pengertian leluasa kan berarti bebas tanpa kontrol,ini semua tertangkap bwrarti ada pengawasan ketat dan tdk berhasil diedarkan,anda ini wakil ketua DPR tp kok memahami bahasa indonesia yg baik dan benar saja tak mampu,sepertinya ponakan sy yg kelas 2 SD msh lbh pandai "	Non_CB
261	"@fadlizon @jokowi Maksudnya negeri Astinapura, bukan Indonesia kan pak? Kalo Indonesia, kemarin2 banyak yg ketangkep kok. Mungkin bapak aja yg ga nyimak, padahal udah rame jadi berita di tipi lho. "	Non_CB
262	"@fadlizon @jokowi Kira2 siapa pemodalnya? Apa mungkin nyari dana cepat buat jatohin JKW2019? Soalnya udh ketiga nih yg berton2 usaha masuk, gencar kali usahanya!! "	Non_CB
263	"@fadlizon @jokowi Kalo pemerintah ada buat rakyatnya, DPR yg gak ada buat rakyatnya... Betul apa betul guy's? "	Non_CB
264	"@fadlizon @jokowi Emang oposisi itu harus gitu y pak??kira2 bisa gak y oposisi itu kasih masukan buat gini lo,ini solusinya gitu,saya pikir rakyat pasti simpt "	Non_CB
265	@fadlizon Melanggar UU wajib ditangkap. Kenapa anda prihatin? 	Non_CB
266	@fadlizon @jokowi Lah kan ditangkap pak ?? 	Non_CB
267	"@evndari @fadlizon @jokowi Benar, tapi yang menimbulkan tanda tanya, mengapakah Menteri keuangan harus sidak barang sitaan ilegal ? Apa harus dihitung potensi perolehan uang yang sayang untuk dibuang? Saya rasa tidak masalah narkoba diperdagangkan asalkan bisa masuk pajak negara. "	Non_CB
268	@fadlizon @jokowi Assalamualaikum wahai penduduk NKRI bersatulah membangun negeri ikhlas menegakkan keadilan 	Non_CB
269	@fadlizon @jokowi Logikanya ditaruh mana pak ?  Karena digalakkan berantas narkoba makanya tu cukong pada KETANGKEP ! 	Non_CB
270	"@DPR_RI @fadlizon Iya bner .. Jgn hnya krna , mengejar pembangunan tp prcuma kan kalo hasil nya ancur sblm di pake "	Non_CB
271	@fadlizon @jokowi Itu sudah tertangkap sebelum beredar bagaimana? Bikin aja uu hukuman mati bagi koruptor 	Non_CB
272	"@fadlizon @jokowi Haduh si abang, ini hanya bisa mengkritik, cari solusi pembanding dong, buat masukan para pembangun negri, bukan saling cela dan menyalahkan, hanya unuk kepenting oposisi koalisi politik, ingat siapapun pemimpin RI, tetap kita awasi "	Non_CB
273	"@HirmanF @fadlizon @jokowi krn ada yang goreng anti kata revolusi dihubung2kan dgn komunis. padahal penggunaannya benar, revolusi = perubahan dalamm waktu singkat, kalau puluhan tahun, evolusi "	Non_CB
274	"Sayangnya banyak yang percaya dengan isu ini, terutama mereka yang menjadi partisipan @Gerindra dan @PKSejahtera . Benar kan, Mas @fadlizon dan Mas @Fahrihamzah ? "	Non_CB
275	@fadlizon @jokowi Pa Zono kemana yaa ...apakah undang2nya sudah memadahi ? Terus bagaimana sikap dewan yg terhormat atas pelaku yg sdh divonis mati belum di ekskusi ? 	Non_CB
276	"Kami Rakyat Negeri adalah Tuan dari Republik.. Saudara tentunya Masih Ingat, kan Bp @fadlizon?.. Presiden @jokowi Telah berkhidmat pada Kami secara Bertahap namun Pasti.. Saudara sudah Siap Menulis Laporan Pertanggung Jawaban pada Kami, Pak?. "	Non_CB
277	@fadlizon @jokowi Wakil rakyat yg cm bisa komentar begini ga mw dikritik oleh rakyat? Sebelum meminta utk tdk dihina/ dikritik oleh rakyat cb bapak sebagai wakil rakyat mencontohkan dl bagaimana mengkritik yg membangun? Bukan hanya menjatuhkan. 	Non_CB
278	@fadlizon @jokowi G usah koar2 ya..anda slaku wakil rakyat hrusnya mmberi yg lbh baik n bgi smngat pda kaporli untuk brantas smuanya… Tanpa kaporli/ tni negri ini akn hcur dgn para yg suka korup..!!! 	Non_CB
279	@fadlizon @jokowi Buatlah uu hukuman mati buat pengedar narkoba.uu saja kao gak mau buat yg bisa bwt bandar takut sekarang bilang tak bertuan.klo pres bwt aturan sndiri lo sewot 	Non_CB
280	"@fadlizon @jokowi Sepakat bang fadli zon,,,menurut sejumlah sumber,,sudah lama terpantau,,tp kok sekrang tertangkapnya kapal pembawa narkoba itu "	Non_CB
281	@fadlizon @jokowi Negara tak bertuan..?? .logikanya di mana. Trus yang tankap pelakunya siapa ya..? ..klau tak bertuan gak ketangkap pelakunya.. 	Non_CB
282	"@fadlizon @jokowi Adem ayem, seolah-olah hanya penyelundupan biasa, jadi teringat Strategi perang candu "	Non_CB
283	"@fadlizon @jokowi Secara fisik negara tak bertuan.  Secara mental pun tak bertuan.  Sehingga ideologi,  agama, paham,  bebas masuk.. Bahkan ada yang menyembah ideologi arab "	Non_CB
284	@fadlizon Mbok ya di doakan.. kok seneng bgt ada kejadian yg seperti ini 	Non_CB
285	@fadlizon @jokowi Salut kpd Tim bea cukai kkp dan Tni Al kita yg dngn giatnya menjaga keamanan laut Ind bkn cuma omgedo. 	Non_CB
286	"@fadlizon @jokowi Woi Zon, kalau gak ketangkap bener apa yg ente katakan itu "	Non_CB
287	"@fadlizon @jokowi Yg salah bkn pa jkw nya,tp karena peminat narkoba di indonesia bnyk tdk terkendali, revolusi mental sdh 4 thn  berjalan ngga ngefek...? "	Non_CB
288	"@fadlizon @KabarFZ mengusut penyebar hoax merupakan bagian tugas pokok kepolisian dlm menegakkan hukum, tantangan tersebut mampu ditaklukkan oleh kepolisian, sehingga memberikan efek jera bagi sipelaku guna meminimalisir perbuatan tersebut. "	Non_CB
289	"@fadlizon Ya kan polisi sdh punya UU ujaran kebencian, wajarlah orang penyebar hoax n fitnah ditangkap.jd inget kasus sperti tabloit obor rakyat yg dikomandanani  setiardi budiono..! Masak kasus sperti ini mau di diamkan.? ingatkan obor rakyat peliharaan siapa dan dibiayai siapa.! "	Non_CB
290	@evndari @fadlizon @jokowi namanya juga demokrasi ada pemerintahan ada oposisi sebagai penyeimbang sikapi dengan ya biasa sebagai bentuk keseimbangan ekosistem hihihi  	Non_CB
291	 @fadlizon @jokowi Apa kau mengatakan bahwa dirimu bukan tuan (Wakil Rakyat).?  Mr.@fadlizon yth seharusnya kau tidak perlu berkata seperti itu ke Presiden @jokowi karna kau adalah bagian dari pemerintahan sekarang. Bukan masyarakan biasa seperti Sy.! MERDEKA.!!! 	Non_CB
292	"@fadlizon @jokowi sepertinya ada ANGGOTA PARTAI yang ketangkep di BALI ya heheheee.....satu TELUNJUK menuju kedepan EMPAT telunjuk MENAMPAR diri sendiri persis MALING berteriak MALING, persis PENGADU DOMBA bernyanyi ADU DOMBA "	Non_CB
293	"@fadlizon @jokowi komentar Oposisi, akan selalu sperti itu dan selamanya akan begitu, sudah tidak kaget. "	Non_CB
294	" @fadlizon @jokowi Baru di jmn @jokowi banyak ketangkep. Karpet tempat persembunyian berhasil disingkap. DiLan... mari cintai negeri, lanjutkan perjuangan (menghajar narkoba)!! "	Non_CB
295	@fadlizon @jokowi Tapi berhasil digagalkan kan pak fadli zon. Nonton berita gak kemarin?. Hehehe 	Non_CB
296	"ya gpp dong,kalah menang itu biasa,yang penting kesatuan NKRI itu yg nomer 1  RT @kompascom: Fadli Zon: Orang-orang Takut Prabowo Maju Capres karena Khawatir Jokowi Kalah "	Non_CB
297	"Yang kyk gini nih, generasi penerus yang pas. Buat Fadli Zon atau Fahri Hamzah. Hhhhh "	Non_CB
298	@detikcom Prabowo dan Fadli Zon...itu baru capres cawapres popular ?? 	Non_CB
299	Ketika Fadli Zon dan Fachri Hamzah harus Menanggung semua hal yang dianggap Negatif di DPRRI  Seolah-olah Pemilik DPRRI hanya Fadli Zon dan Fachri Hamzah. Padahal Mayoritas Penduduk DPRRI adalah Pendukung Pemerintah!!  	Non_CB
300	@fadlizon @jokowi Salam 2 periode!! 	Non_CB
